X,Y, 
47.21873, 39.70277, 
47.21858, 39.70283, 
47.21844, 39.70289, 
47.21851, 39.70327, 
47.21857, 39.70365, 
47.21864, 39.70394, 
47.21870, 39.70424, 
47.21878, 39.70457, 
47.21885, 39.70491, 
47.21891, 39.70524, 
47.21898, 39.70557, 
47.21909, 39.70608, 
47.21920, 39.70660, 
47.21927, 39.70697, 
47.21935, 39.70734, 
47.21940, 39.70759, 
47.21946, 39.70784, 
47.21920, 39.70795, 
47.21895, 39.70806, 
47.21878, 39.70814, 
47.21861, 39.70822, 
47.21853, 39.70825, 
47.21845, 39.70829, 
47.21855, 39.70882, 
47.21866, 39.70935, 
47.21875, 39.70978, 
47.21885, 39.71021, 
47.21897, 39.71077, 
47.21909, 39.71133, 
47.21922, 39.71195, 
47.21935, 39.71258, 
47.21948, 39.71319, 
47.21961, 39.71381, 
47.21979, 39.71470, 
47.21997, 39.71558, 
47.22012, 39.71631, 
47.22027, 39.71703, 
47.22041, 39.71774, 
47.22056, 39.71845, 
47.22064, 39.71889, 
47.22073, 39.71933, 
47.22023, 39.71955, 
47.21973, 39.71977, 
47.21927, 39.71999, 
47.21881, 39.72021, 
47.21845, 39.72037, 
47.21810, 39.72054, 
47.21784, 39.72065, 
47.21758, 39.72076, 
47.21711, 39.72102, 
47.21663, 39.72128, 
47.21624, 39.72145, 
47.21586, 39.72162, 
47.21539, 39.72185, 
47.21492, 39.72208, 
47.21442, 39.72231, 
47.21391, 39.72254, 
47.21346, 39.72275, 
47.21301, 39.72296, 
47.21250, 39.72320, 
47.21198, 39.72345, 
47.21159, 39.72363, 
47.21120, 39.72381, 
47.21059, 39.72407, 
47.20999, 39.72434, 
47.20954, 39.72452, 
47.20909, 39.72470, 
47.20852, 39.72495, 
47.20794, 39.72519, 
47.20748, 39.72541, 
47.20702, 39.72563, 
47.20661, 39.72582, 
47.20619, 39.72602, 
47.20617, 39.72593, 
47.20615, 39.72583, 
47.20615, 39.72575, 
47.20615, 39.72567, 
47.20618, 39.72560, 
47.20620, 39.72553, 
47.20623, 39.72548, 
47.20626, 39.72543, 
